object_id,display_template,title,provenance,binding_description,date,title,location,Publisher,longitude,latitude,subject,local_note,editor,creator,note,call_number,,
buch_216,record,Blüthen Kränzchen: Almanach des Scherzes und der Laune für das Jahr 1813,,"Illustrated brown paper over boards (harlequin motif), gilt edges.",1813,Blüthen Kränzchen: Almanach des Scherzes und der Laune für das Jahr 1813,Wien, Joseph Schwarzbach,,,Calendar ; humor ; market and postal schedules.,5 hand colored engravings. ,,,,PT19.B63 v. 2,,
buch_217,record,Blüthen Kränzchen: Almanach des Scherzes und der Laune für das Jahr 1814,,"Painted silk-covered boards, gilt edges.",1810,Blüthen Kränzchen: Almanach des Scherzes und der Laune für das Jahr 1814,Wien, Joseph Schwarzbach,,,Calendar ; poetry ; charades ; drama ; embroidery guides. ,19 hand colored engravings. ,,,,PT19.B63 v. 1,,
buch_218,record,Jucunde: Dramatisches Taschenbuch für 1836,,Blue cloth. Rebound. ,1836,Jucunde: Dramatisches Taschenbuch für 1836,Berlin, Theod. Chr. Fr. Enslin,,,Drama.,,"Blum, Carl Ludwig",,,PT19.B65,,
buch_219,record,"Der Bote aus Mähren, oder neuer mährisch und schlesischer Stadt und Landmannskalender auf das Jahr nach Christi Geburt 1793, welches ein geimeines Jahr von 365 Tagen ist. ",,"Blind-stamped leather, gilt edges",1793,"Der Bote aus Mähren, oder neuer mährisch und schlesischer Stadt und Landmannskalender auf das Jahr nach Christi Geburt 1793, welches ein geimeines Jahr von 365 Tagen ist. ",Brünn, Joseph Georg Trassler,,,Calendar ; history of Silesia ; animal studies ; puzzles ; lists of reigning monarchs.,,,,Large Format,PT19.B72,,
buch_220,record,Almanach der Beiligen auf jedes Jahr,"Former owner's inscription: Bretschneider, Heinrich Gottfried von. 1739-1810.",Decorated blue paper over boards.,1788,Almanach der Beiligen auf jedes Jahr,Rom, zu haben in allen Buchhandlungen Teutschland's [sic],,,Religious satire ; music. Musical scores.,,"Bretschneider, Heinrich Gottfried van",,,PT19.B8,,
buch_221,record,Brittischer Damenkalender und Taschenbuch für das Jahr 1801,Former owner's stamp: No. 2111/37 1801 Rr 320º–,Decorated turqoise paper over boards; gilt edges. ,1801,Brittischer Damenkalender und Taschenbuch für das Jahr 1801,Frankfurt am Main, Jaegerschen Buchhandlung,,,Calendar ; poetry ; stories.,,"Hadermann, W., et al.",,,PT19.B83,,
buch_222,record,Calender auf das Jahr nach Jesu Christi unsers heilandes Geburt 1790,"Former owner's bookplate: [Ex Libris: DSG: [Jos. G. A. Szalatnay]: Eu. Theol. H.C. nat. 1861; former owner's inscription: [illegible], 26.7.01.","Multi-colored embossed leather, gilt edges, in tooled, handpainted leather slip case with gilt edge and with green paper over boards sleeve within, with small ivory-topped pencil.",1790,Calender auf das Jahr nach Jesu Christi unsers heilandes Geburt 1790,Augspurg [sic], Johann Peter Ebner,,,Calendar ; story ; genealogies of kings ; astronomy.,,,,"Needed for imaging. Copper plates have according poetic descriptions. Unique in this way, the images are a part of the text. ",PT19.C13,,
buch_223,record,Calender der Musen und Grazien für das Jahr 1796,,Spattered green paste paper over boards with tooled border; gilt edges,1796,Calender der Musen und Grazien für das Jahr 1796,Leipzig, Haude und Spener,,,Calendar ; music ; poetry ; genealogies of kings. 2 musical scores.,"With clipping in German from ""Ant.-Katalog 363 d. Basler Buch- & Antiquariatshandlung vorm. Ad. Geering. ",,"Schmidt, Friedrich Wilhelm August","Needed for further research. Potentially very interesting, as Goethe wrote a poem specifically directed against (making fun of?) the kind of poetry featured in this editions. Very famous. Perhaps the most famous literary almanach?",PT19.C16 v.1,,
buch_224,record,Calender der Musen und Grazien für das Jahr 1797,,"Gilt stamped, blue spattered green paste paper over boards.",1797,Calender der Musen und Grazien für das Jahr 1797,Leipzig, Haude und Spener,,,Calendar ; poetry ; genealogies of kings. 2 musical scores. Lacks many engravings.,,,,,PT19.C16 v.2,,
buch_225,record,Camellien: Almanach für das jahr 1840,,Blue cloth. Rebound. ,1840,Camellien: Almanach für das jahr 1840,Prag & Berlin, Hennig's Steindruckerei,,,Novellas ; ballads ; stories ; drama.,,"Schirnding, Ferdinand Grafen & Hennig, C. A. F.",,,PT19.C2 v.1,,
buch_226,record,[Camellien]: Musikalisches Souvenir zu ·dem Almanache Camellien,"Former owner's stamp: Photomount Pamphlet Binder: Gaylord Bros. Inc.: Makers: Syracuse, N.Y. Pat. Jan. 21, 1908.",Grey boards. Rebound.,1840,[Camellien]: Musikalisches Souvenir zu ·dem Almanache Camellien,Prag & Berlin, Hennig's Steindruckerei,,,"Musical score ""Die Wasserfei"" with music by Sigmund Goldschmidt and lyrics by Jos. Th. von Gruenwald.",Colored Engravings.,,,,PT19.C2 supp. ,,
buch_227,record,Ceres: Originalien für Zerstreuung und Kunstgenuss.,,Blue boards.,1823,Ceres: Originalien für Zerstreuung und Kunstgenuss.,Wien, Tendler & v. Manstein,,,Poetry ; novellas ; stories ; essays.,,Gräffer,Hell; Castelli. ,,PT19.C4 v.1,,
buch_228,record,Ceres: Originalien für Zerstreuung und Kunstgenuss.,,Blue boards.,1824,Ceres: Originalien für Zerstreuung und Kunstgenuss.,Wien, Tendler & v. Manstein,,,Poetry ; novellas ; satirical play ; stories.,,Gräffer,Castelli; Saphir. ,,PT19.C4 v.2,,
buch_229,record,Charis: Taschenbuch auf das Jahr 1811,,Illustrated pink paper over boards; gilt edges. ,1811,Charis: Taschenbuch auf das Jahr 1811,Tübingen, J. G. Cotta,,,Poetry ; music ; novella ; essays. 2 musical scores.,,"Lehr, Fr.","De La Motte Fouque, Baron; Lehr, Fr..",,PT19.C46,,
buch_230,record,Charitas: Festgabe.,,Silk brocade over boards; gilt edges; in blue board slip case. ,1834,Charitas: Festgabe.,Regensburg, Friedrich Pustet,,,Poetry ; fables ; parables ; stories ; songs.,,"Schenk, Eduard von",,,PT19.C47 v.1,,
buch_231,record,Charitas: Festgabe für 1835,Former owner's inscription: Ex Libris Jos. Walter.,Embossed pink boards; gilt edges; in tan board slip case.,1835,Charitas: Festgabe für 1835,Regensburg, Friedrich Pustet,,,Humor ; poetry ; stories.,,"Schenk, Eduard von","Ludwig of Bavaria; Rückert, Fr.; Aurbacher, Ludwig.",,PT19.C47 v.2,,
buch_232,record,Charitas: Festgabe für 1836,,Embossed tan boards; gilt edges; in green board slip case.,1836,Charitas: Festgabe für 1836,Regensburg, Friedrich Pustet,,,Poetry ; stories ; fables ; novella,,"Schenk, Eduard von","Schenk; Ludwig of Bavaria; Rückert, Fr..",,PT19.C47 v.3,,
buch_233,record,Charitas: Festgabe für 1838,,Embossed green boards; gilt edges. ,1838,Charitas: Festgabe für 1838,Regensburg, Friedrich Pustet,,,Poetry ; novellas ; stories.,,"Schenk, Eduard von","Schenk; Ludwig of Bavaria; Rückert, Fr.; Beck, Fr..",,PT19.C47 v.4,,
buch_234,record,Charitas: Festgabe. Neuer Folge,,Patterned red cloth over boards; black speckled edges; gilt designs on spine. ,1840,Charitas: Festgabe. Neuer Folge,Landshut," Krüll'schen Universitäts-Buchhandlung,",,,Poetry ; novellas.,1841 is written on the spine.,"Schenk, Eduard von","Schenk; Ludwig of Bavaria; Rückert, Fr..",,PT19.C47 n.s. v.1,,
buch_235,record,Charitas: Festgabe für 1842,,Patterned red cloth over boards; black speckled edges; gilt designs on spine. ,1842,Charitas: Festgabe für 1842,Regensburg, G. Joseph Manz,,,Poetry ; novellas ; stories.,,"Schenk, Eduard von","Ludwig of Bavaria; Pocci, Graf von; La Motte Fouque; Aurbacher.",,PT19.C47 n.s. v.2,,
buch_236,record,Charitas: Festgabe für 1843,,Decorated blue paper over boards; gilt edges; partially rebound. ,1843,Charitas: Festgabe für 1843,Regensburg, G. Joseph Manz,,,Poetry ; novella ; stories.,,"Fernau, Carl.",Schenk; Aurbacher.,,PT19.C47 n.s. v.3,,
buch_237,record,Charitas: Festgabe für 1844,,Patterned red cloth over boards; black speckled edges; gilt designs on spine. ,1844,Charitas: Festgabe für 1844,Regensburg, G. Joseph Manz,,,Poetry ; songs ; novella.,,"Fernau, Carl.",Aurbacher; Massmann; Kobell.,,PT19.C47 n.s. v.4,,
buch_238,record,Charitas: Festgabe für 1845,Former owner's inscription: [illegible] Vogt.,Patterned red cloth over boards; black speckled edges; gilt designs on spine. ,1845,Charitas: Festgabe für 1845,Regensburg, G. Joseph Manz,,,Poetry ; novella ; stories.,,"Fernau, Carl.","Ludwig of Bavaria; Seuffert, J.A..",,PT19.C47 n.s. v.5,,
buch_239,record,Aurora: Ein Taschenbuch für deutsche Töchter und Frauen,,Green paper over boards; cream spine with manuscript label. ,1826,Aurora: Ein Taschenbuch für deutsche Töchter und Frauen,Leipzig, Gerhard Fleischer,,,Stories ; poetry.,,"Glatz, Jakob.",,,PT19.A88 v.1,,
buch_240,record,Aurora: Ein Taschenbuch für deutsche Töchter und Frauen,,Green cloth. Rebound. ,1827,Aurora: Ein Taschenbuch für deutsche Töchter und Frauen,Leipzig, Gerhard Fleischer,,,Poetry ; stories ; travel (Southern France).,,"Glatz, Jakob.","Goethe, Schiller. ",,PT19.A88 v.2,,
buch_241,record,Aurora: Ein Taschenbuch für deutsche Töchter und Frauen,,Blue paper over boards; green edges; manuscript label on spine. ,1828,Aurora: Ein Taschenbuch für deutsche Töchter und Frauen,Leipzig, Gerhard Fleischer,,,Poetry ; letters.,,"Glatz, Jakob.","Goethe, Kant.",,PT19.A88 v.3,,
buch_242,record,Aurora: Taschenbuch für 1823,,Decorated pink paper over boards; gilt edges; partially rebound. ,1823,Aurora: Taschenbuch für 1823,Mannheim, Schwan u. Goetz'sche Buchhandlung,,,Poetry ; stories.,,"Bernstein, E., et. al.","Bernstein; Heine; Fouque, L. M..",,PT19.A89,,
buch_243,record,Aurora: Taschenbuch für das Jahr 1827,,Embossed green boards; gilt edges; partially rebound. ,1827,Aurora: Taschenbuch für das Jahr 1827,Wien, Jos. Riedl's sel. Wittwe,,,Drama ; poetry ; stories. Musical score (2 pp.).,,"Graeffer, Franz.","Feuchtersleben, von",,PT19.A9 v.4 ,,
buch_244,record,Aurora: Taschenbuch für das Jahr 1828,,Embossed white cloth over boards; gilt edges.,1828,Aurora: Taschenbuch für das Jahr 1828,Wien, Heinrich Buchholz,,,Poetry ; ballads ; scenes from plays. Musical score (2 pp.).,,"Seidl, Johann Gabriel.","Seidl; Hoffmann, J.F.A..",,PT19.A9 v.5,,
buch_245,record,Aurora: Taschenbuch für das Jahr 1829,Former owner's inscription inside back cover: [illegible] 1829.,Embossed pink paper over boards; gilt edges. ,1829,Aurora: Taschenbuch für das Jahr 1829,Wien, Heinrich Buchholz,,,Poetry ; novellas ; stories. Musical score (2 pp.).,,"Seidl, Johann Gabriel.",Seidl.,,PT19.A9 v.6,,
buch_246,record,Aurora: Taschenbuch für das Jahr 1836,Former owner's inscription: [Herrn] [illegible].,Brown and green marbled paper over boards; green speckled edges. ,1836,Aurora: Taschenbuch für das Jahr 1836,Wien, Heinrich Buchholz,,,Tales; Legends; Topographical Essay; Poems.,,"Seidl, Johann Gabriel.",Seidl.,,PT19.A9 v.12,,
buch_247,record,Aurora: Taschenbuch für das Jahr 1835,Former owner's inscription inside back cover: [illegible].,Green cloth over boards.,1835,Aurora: Taschenbuch für das Jahr 1835,Wien, Heinrich Buchholz,,,Poetry ; ballads ; stories.,,"Seidl, Johann Gabriel.",Seidl.,,PT19.A9 v.11,,
buch_248,record,Aurora: Taschenbuch für das Jahr 1837,,Embossed pink boards; gilt edges; partially rebound.,1837,Aurora: Taschenbuch für das Jahr 1837,Wien, Heinrich Buchholz,,,Poetry ; humor ; novellas.,,"Seidl, Johann Gabriel.",Seidl.,,PT19.A9 v.13,,
buch_249,record,Aurora: Taschenbuch für das Jahr 1838,,Green cloth. Rebound. ,1838,Aurora: Taschenbuch für das Jahr 1838,Wien & Leipzig, Franz Riedl's Witwe & A. Liebeskind,,,Poetry ; drama ; novella ; topography.,,"Seidl, Johann Gabriel.",,,PT19.A9 v.14,,
buch_250,record,Aurora: Taschenbuch für das Jahr 1839,,Decorated cream paper over board with pink rose motif; lavender satin spine,1839,Aurora: Taschenbuch für das Jahr 1839,Wien & Leipzig, Franz Riedl's Witwe & A. Liebeskind,,,Poetry ; novellas ; ballads ; stories.,,"Seidl, Johann Gabriel.",,,PT19.A9 v.15,,
buch_251,record,Aurora: Taschenbuch für das Jahr 1840,,Tan boards; gilt edges; partially rebound.,1840,Aurora: Taschenbuch für das Jahr 1840,Wien & Leipzig, Franz Riedl's Witwe & A. Liebeskind,,,Poetry ; novellas ; drama. ,Lacks 3 engravings.,"Seidl, Johann Gabriel.",Seidl.,,PT19.A9 v.16,,
buch_252,record,Aurora: Taschenbuch für das Jahr 1841,,Pink cloth over boards; gilt edges; manuscript spine label. ,1841,Aurora: Taschenbuch für das Jahr 1841,Wien & Leipzig, Franz Riedl's Witwe & A. Liebeskind,,,Romances ; novellas ; ballads ; stories.,,"Seidl, Johann Gabriel.","Seidl; Puff, Gust..",,PT19.A9 v.17,,
buch_253,record,Aurora: Taschenbuch für das Jahr 1842,Former owner's inscription: [illegible].,Brown cloth over boards; blue spattered edges.,1842,Aurora: Taschenbuch für das Jahr 1842,Wien & Leipzig, Franz Riedl's Witwe & A. Liebeskind,,,Poetry ; novellas.,,"Seidl, Johann Gabriel.",Seidl.,,PT19.A9 v.18,,
buch_254,record,Aurora: Taschenbuch für das Jahr 1843,,Blue boards; red spattered edges; manuscript spine label.,1843,Aurora: Taschenbuch für das Jahr 1843,Wien & Leipzig, Franz Riedl's Witwe & A. Liebeskind,,,Poetry ; novellas ; stories.,,"Seidl, Johann Gabriel.",,,PT19.A9 v.19,,
buch_255,record,Aurora: Taschenbuch für das Jahr 1844,,Tooled and gilt maroon cloth over boards; gilt edges. ,1844,Aurora: Taschenbuch für das Jahr 1844,[Wien & Leipzig, Franz Riedl's Witwe & A. Liebeskind],,,Poetry ; novellas ; stories.,Lacks title page. ,,Seidl; Castelli.,,PT19.A9 v.20,,
buch_256,record,Aurora: Taschenbuch für das Jahr 1845,Former owner's inscription: 3 [illegible]; former owner's stamp: [illegible]; former owner's stamp (repeated): F.H.,White cloth over boards; gilt edges.,1845,Aurora: Taschenbuch für das Jahr 1845,Wien & Leipzig, Franz Riedl's Witwe & A. Liebeskind,,,Poetry ; drama ; novellas ; stories.,,"Seidl, Johann Gabriel.",Seidl; Castelli.,,PT19.A9 v.21,,
buch_257,record,Aurora: Taschenbuch für das Jahr 1846,,Decorated white paper over boards with gold and blue detailing; gilt edges. ,1846,Aurora: Taschenbuch für das Jahr 1846,Wien & Leipzig, Franz Riedl's Witwe & A. Liebeskind,,,Poetry ; novellas ; stories ; ballads.,,"Seidl, Johann Gabriel.",Seidl; Castelli.,,PT19.A9 v.22,,
buch_258,record,Aurora: Taschenbuch für das Jahr 1847,Former owner's hospital: Alice Hospital: Darmstadt.,1/2 morocco leather with pebbled black leather; gilt detailing on spine; cloth endpapers.,1847,Aurora: Taschenbuch für das Jahr 1847,Wien & Leipzig, Franz Riedl's sel Witwe u. Sohn & A. Liebeskind.,,,Poetry ; novellas ; stories.,Reflective lettering on title page.,"Seidl, Johann Gabriel.",Seidl; Castelli; Carneri; Frankl.,,PT19.A9 v.23,,
buch_259,record,Aurora: Taschenbuch für das Jahr 1848,Former owner's bookplate: Bibliothek des J.C.Pickel.,Decorated white paper over boards with gold and blue detailing; gilt edges. ,1848,Aurora: Taschenbuch für das Jahr 1848,Wien & Leipzig, Franz Riedl's sel Witwe u. Sohn & A. Liebeskind.,,,Poetry ; novellas ; stories.,,"Seidl, Johann Gabriel.",Seidl; Castelli; Vogl.,,PT19.A9 v.24,,
buch_260,record,Aurora: Taschenbuch für das Jahr 1849,,White cloth over boards.,1849,Aurora: Taschenbuch für das Jahr 1849,Wien & Leipzig, Franz Riedl's sel Witwe u. Sohn & A. Liebeskind.,,,Novellas ; stories ; parables.,Lacks 5 engravings.,"Seidl, Johann Gabriel.",Seidl; Castelli.,,PT19.A9 v.25,,
buch_261,record,Aurora: Taschenbuch für das Jahr 1850,,Illustrated white boards; gilt edges; in pink board slip case.,1850,Aurora: Taschenbuch für das Jahr 1850,Wien & Leipzig, Franz Riedl's sel Witwe u. Sohn & A. Liebeskind.,,,Poetry ; novellas ; stories,,"Seidl, Johann Gabriel.",Seidl; Castelli; Grillparzer; Lenau.,,PT19.A9 v.26,,
buch_262,record,Aurora: Taschenbuch für das Jahr 1851,,Decorated white paper over boards with gold and blue detailing; gilt edges. ,1851,Aurora: Taschenbuch für das Jahr 1851,Wien & Leipzig, Franz Riedl's sel Witwe u. Sohn & A. Liebeskind.,,,Poetry ; novellas ; stories.,,"Seidl, Johann Gabriel.",Seidl; Castelli; Grillparzer.,,PT19.A9 v.27,,
buch_263,record,Aurora: Taschenbuch für das Jahr 1852,,Blind tooled purple cloth over boards with gold detailing; gilt edges. ,1852,Aurora: Taschenbuch für das Jahr 1852,Wien & Leipzig, Franz Riedl's sel Witwe u. Sohn & A. Liebeskind.,,,Poetry ; novellas.,,"Seidl, Johann Gabriel.",Seidl; Castelli; Grillparzer.,,PT19.A9 v.28,,
buch_264,record,Aurora: Taschenbuch für das Jahr 1854,,Gilt stamped blue cloth over boards; gilt edges.,1854,Aurora: Taschenbuch für das Jahr 1854,Wien & Leipzig, Ignaz Lienhart & A.G. Liebeskind,,,Poetry ; novellas.,Lacks 1 engraving. ,"Seidl, Johann Gabriel.",Seidl; Castelli; Raimund; Hebel.,,PT19.A9 v.30,,
buch_265,record,Aurora: Taschenbuch für das Jahr 1855,,Gilt stamped maroon cloth over boards; gilt edges.,1855,Aurora: Taschenbuch für das Jahr 1855,Wien & Leipzig, Ignaz Lienhart & A.G. Liebeskind,,,Poetry ; novellas ; tales.,,"Seidl, Johann Gabriel.",Castelli; Raimund; Kilzer; Seidl.,,PT19.A9 v.31,,
buch_266,record,Aurora: Taschenbuch für das Jahr 1856,,Gilt stamped maroon cloth over boards; gilt edges; cloth endpapers. ,1856,Aurora: Taschenbuch für das Jahr 1856,Wien & Leipzig, Ignaz Lienhart & A.G. Liebeskind,,,Poetry ; novellas ; tales.,,"Seidl, Johann Gabriel.",Castelli; Raimund; Seidl; Vogl.,,PT19.A9 v.32,,
buch_267,record,Aurora: Taschenbuch für das Jahr 1857,,Orange paper over boards.,1857,Aurora: Taschenbuch für das Jahr 1857,Wien & Leipzig, Ignaz Lienhart & A.G. Liebeskind,,,Poetry ; novellas.,,"Seidl, Johann Gabriel.",Castelli; Hammer-Purgstall; Seidl.,,PT19.A9 v.33,,
buch_268,record,Aurora: Taschenbuch für das Jahr 1858,,Gilt stamped green cloth over boards; gilt edges. ,1858,Aurora: Taschenbuch für das Jahr 1858,Wien & Leipzig, Ignaz Lienhart & A.G. Liebeskind,,,Poetry ; lyrics ; drama ; stories.,,"Seidl, Johann Gabriel.",Raimund; Castelli; Seidl.,,PT19.A9 v.34,,
buch_269,record,Bad-Almanach,,Embossed cloth (floral motif). ,1836,Bad-Almanach,Stuttgart, S. G. Liesching,,,Essays on travel ; geography ; history.,,"Lewald, August.",Glutzkow; Lewald; Rückert.,Not a Taschenbuch. ,PT19.B16,,
buch_270,record,Balsaminen: Ein Taschenbuch für das Jahr 1823,,"Illustrated cream boards (colored floral design), gilt edges, in  soft cream slipcase.",1823,Balsaminen: Ein Taschenbuch für das Jahr 1823,Wien, Friedrich Volke,,,Music ; proverbs ; travel. 1 musical score.,,"Veith, E. J.",,,PT19.B22,,
buch_271,record,Barden Almanach der Teutschen für das jahr 1802.,Former owner's inscription: [illegible].,Papier Coulé Marbled Blue and Green paper over boards; spattered edges; leather spine label.,1802,Barden Almanach der Teutschen für das jahr 1802.,Neu Strelitz, Ferdinand Albanus,,,Calendar ; poetry ; essays ; stories.,,Gräter & Münchhausen.,,,PT19.B27,,
buch_272,record,Bergisches Taschenbuch.,,Illustrated white boards; placard marbled end papers.,1802,Bergisches Taschenbuch.,Duesseldorf, Dänzer'sche Buchhandlung,,,Calendar ; poetry ; novella.,,"Aschenberg, W.","Arndt, E. M.; Reinwald; Jakobi; Schreiber.",Woodland / Romantic Engravings,PT19.B38 v.4,,
buch_273,record,[Bergisches] Taschenbuch.,Former owner's bookplate: [J. M. S.] Section Na. Shelf I.,Illustrated tan paper over boards; gilt edges. ,1806,[Bergisches] Taschenbuch.,Dortmund, Gebrüder Mallinckrodt,,,,,"Aschenberg, W.",,,PT19.B38 v.7,,
buch_274,record,Berlinischer Damenkalender auf das Jahr 1802.,,Multi-colored speckled paste paper over boards. ,1802,Berlinischer Damenkalender auf das Jahr 1802.,Berlin, J. F. Unger,,,Calendar ; stories from Ovid ; genealogies of kings.,,,,Good examples of typical Taschenbücher. ,PT19.B44,,
buch_275,record,Berlinischer Damenkalender auf das Schalt-Jahr 1802.,,Woven paper over boards; gilt edges.,1804,Berlinischer Damenkalender auf das Schalt-Jahr 1802.,Berlin, J. F. Unger,,,Calendar ; stories ; genealogies of kings.,,,,,PT19.B44,,
buch_276,record,Berlinischer Taschenkalender auf das Gemein Jahr 1821,Former owner's inscription on front of slipcase: [illegible] 1821.,"Red boards, gilt edges, in green paper slipcase.",1821,Berlinischer Taschenkalender auf das Gemein Jahr 1821,Berlin, Königl. Preuss. Kalender Deputation,,,Calendar ; genealogies of kings ; postal schedules ; poetry ; novellas.,Folding 10 piece engraving. ,,,,PT19.B448,,
buch_277,record,Berlinischer Taschenkalender auf das Gemein Jahr 1822,"Former owner's bookplate: Magna Est Veritas Et Praevalebit: Licht, Liesde, Waarheid: Bibliotheca Dageradiana: A. G. W. Ramaer.",Speckled gray paste paper over boards; red edges; spine label. ,1822,Berlinischer Taschenkalender auf das Gemein Jahr 1822,Berlin, Königl. Preuss. Kalender Deputation,,,Ballads ; drama ; essays ; poetry.,,,"Hoffmann, E.T.A.; Haug.",,PT19.B448,,
buch_278,record,Berlinischer Taschenkalender auf das Gemein Jahr 1826,,Illustrated pink paper over boards; gilt edges. ,1826,Berlinischer Taschenkalender auf das Gemein Jahr 1826,Berlin, Königl. Preuss. Kalender Deputation,,,Calendar ; novellas ; poetry ; romances ; genealogies of kings ; postal schedules.,,,Haug.,,PT19.B448,,
buch_279,record,Berlinischer Taschenkalender auf das Gemein Jahr 1827,,Green cloth. Rebound. ,1827,Berlinischer Taschenkalender auf das Gemein Jahr 1827,Berlin, Königl. Preuss. Kalender Deputation,,,Calendar ; history ; novella ; genealogies of kings ; postal schedules.,,,"Buchholz, Fr..",,PT19.B45,,
buch_280,record,Christoterpe: Ein Taschenbuch für christliche Leser auf das Jahr 1839,,Illustrated green paper over boards; gilt edges; in embossed blue slip case with title and publication information.,1839,Christoterpe: Ein Taschenbuch für christliche Leser auf das Jahr 1839,Tübingen, C. F. Osiander,,,Poetry ; history of Jerusalem ; essays.,,"Knapp, Albert.","Hoffmann, W.; Knapp, A.; Major, C. F. ",,PT19.C6,,
buch_281,record,Christoterpe: Ein Taschenbuch für christliche Leser auf das Jahr 1840,Former owner's inscription: [illegible] [Lincke]; former owner's stamp: Heims Library; former owner's stamp: Druck der C. F. Osiander'schen Buchdruckerei.,Illustrated cream paper over boards; gilt edges; in tan slip case.,1840,Christoterpe: Ein Taschenbuch für christliche Leser auf das Jahr 1840,Tübingen, C. F. Osiander,,,Poetry ; aphorisms ; biography of missionary Mary Mercy Ellis.,,"Knapp, Albert.","Barth, Ch.; Osiander; Sack, H..",,PT19.C6,,
buch_282,record,Christoterpe: Ein Taschenbuch für christliche Leser auf das Jahr 1851,,Illustrated cream boards; gilt edges.,1851,Christoterpe: Ein Taschenbuch für christliche Leser auf das Jahr 1851,Heidelberg, Karl Winter,,,Poetry; historical ; philosophical and religious essays.,,,"Barth, G..",,PT19.C6,,
buch_283,record,Cölestina: Ein Festgabe für Frauen und Jungfrauen,,Turqoise cloth with floral design; gilt edges; in turqoise board slipcase. ,1839,Cölestina: Ein Festgabe für Frauen und Jungfrauen,Aschaffenburg, Theodor Pergay,,,Poetry ; sonnets ; essays ; stories.,,,"Schermer, Franz Jos.",,PT19.C7,,
buch_284,record,Concordia: Erster Jahrgang 1823,,1/4 calf with tan paper over boards; gilt edges; spine label. ,1823,Concordia: Erster Jahrgang 1823,Leipzig, Rein'sche Buchhandlung,,,Poetry ; essays ; letters ; plays. ,,,,,PT19.C74,,
buch_285,record,Heidelbergisches Taschenbuch,Former owner's inscription: [illegible]; former owner's inscription: M. G. Kupfer.,"Red lamb wrap-around case, calf interior with pencil holder; shell marbled end papers; wallet built into back end paper; guilt top and bottom edges. ",1809,Heidelbergisches Taschenbuch,Heidelberg, Joseph Engelmann,,,Poems ; essays ; stories.,,"Schreiber, Aloys.","Overbeck; Buri; Blomberg, V.; Voss, J. H.; Schreiber, Aloys.",Excellent example. Use for photographing.,PT19.C79,,
buch_286,record,Heidelbergisches Taschenbuch,,Textured red paper over boards; gilt edges; manuscript spine label. ,1812,Heidelbergisches Taschenbuch,Tübingen, J. G. Cotta,,,Poems ; essays ; stories.,,"Schreiber, Aloys.","Schreiber, Aloys.; Conz; Herder; Voss; Bürger; Haug; Lenz.",,PT19.C79,,
buch_287,record,Clytie: Taschenbuch für das Jahr 1816,,Textured red paper over boards; gilt edges; blind-tooled front and spine. ,1816,Clytie: Taschenbuch für das Jahr 1816,Mannheim, Tobias Loeffler,,,Poetry ; song ; letters ; lectures ; stories. ,,,Haug; Herder; Schreiber.,,PT19.C792,,
buch_288,record,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1816,,Illustrated paper over boards; gilt edges.,1816,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1816,Heidelberg," Engelmann, Joseph.",,,Poetry ; essays ; stories. ,Lacks 2 engravings.,"Schreiber, Aloys.","Schenkendorf, v.; Schreiber.",,PT19.C8 v.1,,
buch_289,record,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1817,,Illustrated red paper over boards; gilt edges. ,1817,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1817,Heidelberg," Engelmann, Joseph.",,,Poetry ; essays ; songs.,,"Schreiber, Aloys.","Bürger; Schreiber; Schenkendorf; Grimm, A. L..",,PT19.C8 v.2,,
buch_290,record,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1818,,Illustrated red paper over boards; gilt edges. ,1818,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1818,Heidelberg," Engelmann, Joseph.",,,Poetry ; novellas ; essays ; music.,,"Schreiber, Aloys.","Schreiber; Rückert; Voss, J.H.; Helmling; Schenkendorf.",,PT19.C8 v.3,,
buch_291,record,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1819,,Illustrated blue paper over boards; gilt edges. ,1819,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1819,Heidelberg," Engelmann, Joseph.",,,Poetry ; essays ; novella.,,"Schreiber, Aloys.",Malsburg; Schreiber; Schenkendorf; Wieland.,,PT19.C8 v.4,,
buch_292,record,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1820,,Illustrated green paper over boards; gilt edges. ,1820,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1820,Heidelberg," Engelmann, Joseph.",,,Poetry ; novellas ; essays.,,"Schreiber, Aloys.","Schreiber; Raimund; Arndt, E.M.; Uhland.",,PT19.C8 v.5,,
buch_293,record,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1821,,Illustrated pink paper over boards; gilt edges. ,1821,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1821,Heidelberg," Engelmann, Joseph.",,,Poetry ; essays ; novellas.,,"Schreiber, Aloys.","Schenkendorf; Fouque, L.M.; Schreiber.",,PT19.C8 v.6,,
