object_id,display_template,title,provenance,binding_description,date,title,location,Publisher,longitude,latitude,subject,local_note,editor,creator,note,call_number,,
buch_397,record,Erheiterungen. Ein Monatsschrift für gebiltete Leser.,,Green paper over boards.,1811,Erheiterungen. Ein Monatsschrift für gebiltete Leser.,Aarau, Heinrich Nemigius Sauerlände,,,Novellas ; essays ; poetry.,,"Grass, Karl, et al..",,,PT19.E67 v.1,,
buch_398,record,Erlanger Musenalmanach fuer das Jahr 1838.,,Illustrated turqoise paper over boards; gilt edges.,1838,Erlanger Musenalmanach fuer das Jahr 1838.,Erlangen, Ferdinand Enke,,,Poetry ; epigrams.,,"Rückert, Friedrich.","Rückert; Hohnbaum; Stein; Scheuerlin; Winterling, E. M.; Puchta; Seuffert; Güll.",,PT19.E7,,
buch_399,record,Ernst und Laune. Ein sehr nutzliches Familien-Taschenbuch in vier Gaben gespendet.,,Cream wrappers. Rebound in marbled boards.,1839,Ernst und Laune. Ein sehr nutzliches Familien-Taschenbuch in vier Gaben gespendet.,München, Johann Deschler,,,Games ; humor.,,,,,PT19.E73,,
buch_400,record,Erzstufen für 1841.,,1/4 calf with spattered paper over boards; red edges.,1841,Erzstufen für 1841.,Dresden, Tr. Bromme,,,Novellas ; essays.,,"Frick, Ida .",,,PT19.E75,,
buch_401,record,Etrennes pour la Jeunesse. Taschenbuch für die Jugend für das Jahr 1793.,,Illustrated green paper over boards in white tie and fold case.,1793,Etrennes pour la Jeunesse. Taschenbuch für die Jugend für das Jahr 1793.,Berlin, Fr. Barbiez,,,Calendar ; fables ; tales ; stories. Bilingual edition with French and German on facing pages.,,"Müchler, Hr. Pr.",,,PT19.E82 c.1,,
buch_402,record,Eurynome. Dramatisches Taschenbuch für das Jahr 1837,Former owner's inscription: Lincke.,1/4 calf with spattered paper over boards; red edges.,1837,Eurynome. Dramatisches Taschenbuch für das Jahr 1837,Breslau, M. Friedlaender,,,Dramatic plays and comedies.,,"Förster, W.",,,PT19.E87 c.1 ,,
buch_403,record,Der Ewige Musenalmanach junger Germanen.,,Green paper over boards; red edges; red spine label.,1806,Der Ewige Musenalmanach junger Germanen.,Leipzig, Gerhard Fleischer,,,Poetry ; elegies.,,,Keist; Gleim; Schiller; Schlegel; Wieland; Bürger; Hölty; Kleist; Gellert; Goethe; Klopstock; Voss; Conz; Herder; Jacobi.,,PT19.E92,,
buch_404,record,Der Ewige Musenalmanach junger Germanen. Zweite Auflage.,,Gold tooled red paper over board;,1808,Der Ewige Musenalmanach junger Germanen. Zweite Auflage.,Leipzig, Gerhard Fleischer,,,Poetry ; elegies.,,,Keist; Gleim; Schiller; Schlegel; Wieland; Bürger; Hölty; Kleist; Gellert; Goethe; Klopstock; Voss; Conz; Herder; Jacobi.,,PT19.E93,,
buch_405,record,Feyerstunden. Ein Quartalsschrift zur Aufklärung des Verstandes und Bildung des Herzens.,,Blue paper over boards with the seal of Bavaria. ,1811,Feyerstunden. Ein Quartalsschrift zur Aufklärung des Verstandes und Bildung des Herzens.,München, Ignaz Joseph Leutner,,,Games ; music ; proverbs ; puzzles ; drama ; essays. 2 musical scores.,,,,,PT19.F4 ,,
buch_406,record,Der Sängerfahrt. Eine Neujahrsgabe für Freunde der Dichtkunst und Mahlern mit Beitragen.,,1/4 cloth with gloster marbled brown paper over boards; green edges. ,1818,Der Sängerfahrt. Eine Neujahrsgabe für Freunde der Dichtkunst und Mahlern mit Beitragen.,Berlin, Maurer'schen Buchhandlung,,,Drama ; songs and ballads ; stories.,,"Förster, W.","Tieck, L.; Bretano, Clemens; Schenkendorf, Max von; Arnim, A. v.",,PT19.F65,,
buch_407,record,Fortuna: Ein Taschenbuch für das Jahr 1826,,Pebbled brown cloth over boards; marbled edges. ,1826,Fortuna: Ein Taschenbuch für das Jahr 1826,Wien, Tendler und van Manstein,,,Novellas ; tales ; essays.,,"Told, Franz Xav.",Told; Seidl; Castelli; Pfeiffer.,,PT19.F72 v.3,,
buch_408,record,Fortuna: Ein Taschenbuch für das Jahr 1827,,Green paper over boards,1827,Fortuna: Ein Taschenbuch für das Jahr 1827,Wien, Tendler und van Manstein,,,Poetry ; novellas ; humor ; essays.,,"Told, Franz Xav.","Told; Leitner, von; Ebert; Castelli; Deinhardstein.",,PT19.F72 v.4,,
buch_409,record,Fortuna: Ein Taschenbuch für das Jahr 1829,,Peach paper over boards; gilt edges.,1829,Fortuna: Ein Taschenbuch für das Jahr 1829,Wien, Fr. Tendler,,,Poetry ; novellas ; tales.,,"Told, Franz Xav.","Hoffmann, J. F. A.; De la Motte Fouque; Seidl, J. G.; Castelli; Told.",,PT19.F72 v.6,,
buch_410,record,Fortuna: Ein Taschenbuch für das Jahr 1831,,Embossed white boards; gilt edges. ,1831,Fortuna: Ein Taschenbuch für das Jahr 1831,Wien, Fr. Tendler,,,Novellas ; romances ; tales.,,"Told, Franz Xav.",Told; Haberman; Seidl; Müller.,,PT19.F72 v.8,,
buch_411,record,Fortuna: Ein Taschenbuch für das Jahr 1838,,Blind tooled brown cloth over boards; gilt edges.,1838,Fortuna: Ein Taschenbuch für das Jahr 1838,Wien, Fr. Tendler,,,Poetry ; novellas ; ballads ; songs.,First edition of new series.,"Told, Franz Xav.","Told; Raimund; Leiter; Pannasch; Seidl, J. G.; Rückert; Vogl; Löwe.",,PT19.F72 v.2 v.1,,
buch_412,record,Fortuna: Ein Taschenbuch für das Jahr 1840,,Decorate green paper over boards; gilt edges.,1840,Fortuna: Ein Taschenbuch für das Jahr 1840,Wien, Tendler und Schäfer,,,Essays and tales.,,"Told, Franz Xav.","Told; Gallenstein; Seidl, J. G..",,PT19.F72 v.2 v.2,,
buch_413,record,Fränkischer Musenalmanach für 1785,,Morris marbled paper over boards with pulled paste paper inside cover; gilt edges.,1785,Fränkischer Musenalmanach für 1785,Nürnberg, E. C. Grattenauer,,,Calendar ; poetry ; list of living poets. 2 musical scores.,,"Degen, J. F.",,,PT19.F76,,
buch_414,record,Frankfurter Musen-Almanach,,"1/4 cloth, mottled black boards (rebound).",1851,Frankfurter Musen-Almanach,Frankfurt am Main, Carl Bernhard Lizius,,,"Poetry ; essays. ""Erster Jahrgang zum Besten armer Kinder.""",,Bachmann-Korbett.,Enslin; Kerner; Stein; Heine; Nolte.,,PT19.F775 v.1,,
buch_415,record,Frauen-Novellen aus dem historischen und modernen Leben. Toiletten-Geschenk für 1843.,Former owner's inscription: L[incke]; former owner's inscription: extensive arithmetic on back cover.,1/4 calf with spattered paper over boards; red edges.,1843,Frauen-Novellen aus dem historischen und modernen Leben. Toiletten-Geschenk für 1843.,Leipzig, Carl Focke,,,3 novellas.,,"Adami, Friedrich.",,,PT19.F782,,
buch_416,record,Frauenlob. Taschenbuch für das Jahr 1836,,Decorated gray paper over boards; gilt edges.,1836,Frauenlob. Taschenbuch für das Jahr 1836,Wien, Vesta,,,Poetry ; novellas ; fables.,,"Vogl, J. N.","Vogl; Schumacher; Seidl, J. G.",,PT19.F785 v.2,,
buch_417,record,Frauenlob. Taschenbuch für das Jahr 1837,,Decorated gray paper over boards; gilt edges.,1837,Frauenlob. Taschenbuch für das Jahr 1837,Wien, Vesta,,,Poetry ; novellas ; fables ; drama.,,"Vogl, J. N.",Vogl; Schumacher; Hanusch.,,PT19.F785 v.3,,
buch_418,record,Frauenlob. Taschenbuch für das Jahr 1838,,Decorated gray paper over boards; gilt edges.,1838,Frauenlob. Taschenbuch für das Jahr 1838,Wien, Vesta,,,Novellas ; ballads ; essays.,,"Vogl, J. N.","Vogl; Leitner; Seidl; Gusek, von.",,PT19.F785 v.4,,
buch_419,record,Frauentaschenbuch für das Jahr 1815,,Decorated tan paper over boards; gilt edges.,1815,Frauentaschenbuch für das Jahr 1815,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; legends and fables ; stories.,,De La Motte Fouque,"De La Motte Fouque; Kerner; Gottwalt; Uhland; Kind, F.",,PT19.F8 ,,
buch_420,record,Frauentaschenbuch für das Jahr 1816,Former owner's inscription in red pen: [illegible].,"Turquoise boards, with original illustrated beige boards bound in; yellow edges.",1816,Frauentaschenbuch für das Jahr 1816,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; legends ; fables ; essays.,,De La Motte Fouque,"De La Motte Fouque; Eichendorf; Haugwitz; Kind, Fr.; Schwab.",,PT19.F8 ,,
buch_421,record,Frauentaschenbuch für das Jahr 1817,Former owner's inscription in red pen: [illegible].,"Turquoise boards, with original illustrated beige boards bound in; yellow edges.",1817,Frauentaschenbuch für das Jahr 1817,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; drama ; novellas ; essays.,,De La Motte Fouque,De La Motte Fouque; Haugwitz; Schenkendorf; Nidda; Eichendorf; Schwab; Rückert; Gottwalt; Uhland. ,,PT19.F8 ,,
buch_422,record,Frauentaschenbuch für das Jahr 1818,,Decorated tan paper over boards; gilt edges.,1818,Frauentaschenbuch für das Jahr 1818,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; novellas ; stories ; essays.,,De La Motte Fouque,"De La Motte Fouque; Kleist; Schwab; Müller, W.; Eichendorf; Haugwitz; Nidda.",,PT19.F8 ,,
buch_423,record,Frauentaschenbuch für das Jahr 1819,Former owner's inscription: C. J. X.,Decorated tan paper over boards; gilt edges.,1819,Frauentaschenbuch für das Jahr 1819,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; novellas ; fables ; ballads.,,De La Motte Fouque,"De La Motte Fouque; Müller, W.; Eichendorf; Haugwitz; Kleist; Nidda.",,PT19.F8 ,,
buch_424,record,Frauentaschenbuch für das Jahr 1820,Former owner's inscription in red pen: [illegible].,"Turquoise boards, with original illustrated beige boards bound in; yellow edges.",1820,Frauentaschenbuch für das Jahr 1820,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; novellas ; essays ; ballads.,,De La Motte Fouque,"De La Motte Fouque; Schmidt, K.; Müller, W.; Nidda; Haugwitz; Kannegiesser, K. L..",,PT19.F8 ,,
buch_425,record,Frauentaschenbuch für das Jahr 1821,,Decorated tan paper over boards; gilt edges.,1821,Frauentaschenbuch für das Jahr 1821,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; novellas ; romances ; essays.,,De La Motte Fouque,"De La Motte Fouque; Horn, Fr.; Alexis, W.; Körner; Schlechta; Haugwitz; Nidda; Schwab; Brachman, L..",,PT19.F8 ,,
buch_426,record,Frauentaschenbuch für das Jahr 1822,,Decorated tan paper over boards; gilt edges.,1822,Frauentaschenbuch für das Jahr 1822,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; novellas ; sketches ; essays.,,"[Rückert, Fr. ] .","Rückert; Schwab; Alexis, W.; Kalkreuth; Nidda, von; Brachman, L.; Conz; Tarnow, Fanny.",,PT19.F8 ,,
buch_427,record,Frauentaschenbuch für das Jahr 1823,,Decorated tan paper over boards; gilt edges.,1823,Frauentaschenbuch für das Jahr 1823,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; essays ; legends ; stories.,,"[Rückert, Fr. ] .","Rückert; Alexis, W.; Schütz; Kalkreuth; Schwab, G.; Conz; Nidda; Steinmann, Fr..",,PT19.F8 ,,
buch_428,record,Frauentaschenbuch für das Jahr 1824,Former owner's inscription in pencil: [illegible].,Decorated tan paper over boards; gilt edges.,1824,Frauentaschenbuch für das Jahr 1824,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; novellas ; ballads ; tales.,,"[Rückert, Fr. ] .","Platen, von; Kalkreuth; Fallersleben, von; Arnim, von; Schwab; Alexis, W.; Nidda; Hoffmann, E. T. A..",,PT19.F8 ,,
buch_429,record,Frauentaschenbuch für das Jahr 1825,,Decorated tan paper over boards; gilt edges.,1825,Frauentaschenbuch für das Jahr 1825,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; legends ; essays.,,"[Rückert, Fr. ] .","Döring; Conz; Platen; Rückert; Alexis, W.; Nidda; Kalkreuth; Paddenheim, von.",,PT19.F8 ,,
buch_430,record,Frauentaschenbuch für das Jahr 1826,Former owner's inscription in pen: [G. J. Rechner in...[illegible]].,Decorated tan paper over boards; gilt edges.,1826,Frauentaschenbuch für das Jahr 1826,Nürnberg, Joh. Leonh. Schrag,,,Poetry ; romances ; essays ; stories.,,"Döring, Georg.","Müller, W.; Nidda; Döring; Kalkreuth.",,PT19.F8 ,,
buch_431,record,Frauentaschenbuch für das Jahr 1827,Former owner's bookplate: Van S. VAN BENTHEM: volgens order De prijs is f 4-50.,Decorated tan paper over boards; gilt edges.,1827,Frauentaschenbuch für das Jahr 1827,Nürnberg, Joh. Leonh. Schrag,,,Novellas ; essays.,,"Döring, Georg.","Göring, G.; Hauff, W.; Hell, Th.; Nidda; Müller. ",,PT19.F8 ,,
buch_432,record,Frauentaschenbuch für das Jahr 1828,,Decorated tan paper over boards; gilt edges.,1828,Frauentaschenbuch für das Jahr 1828,Nürnberg, Joh. Leonh. Schrag,,,Novellas ; romance ; poems ; essays.,,"Döring, Georg.","Döring; Hauff; Conz; Nidda, von; Müller, K..",,PT19.F8 ,,
buch_433,record,Frauentaschenbuch für das Jahr 1829,,Decorated green paper over boards; gilt edges.,1829,Frauentaschenbuch für das Jahr 1829,Nürnberg, Joh. Leonh. Schrag,,,Novellas ; poetry ; essays.,,"Döring, Georg.","Döring; Nidda; Simolin, Baron; Mayr, G. von.",,PT19.F8 ,,
buch_434,record,Frauentaschenbuch für das Jahr 1830,,Black paste paper over boards.,1830,Frauentaschenbuch für das Jahr 1830,Nürnberg, Joh. Leonh. Schrag,,,Novella ; poetry ; essays ; tales.,,"Döring, Georg.","Döring; Kilzer, W.; Deuern, G. von; Studnitz, von; Conz.",,PT19.F8 ,,
buch_435,record,Frauentaschenbuch für das Jahr 1831,,Decorate green paper over boards; gilt edges.,1831,Frauentaschenbuch für das Jahr 1831,Nürnberg, Joh. Leonh. Schrag,,,Novella ; romance ; essays.,,"Döring, Georg.","Döring; Alexis, W.; Nidda, von; Hell, Th..",,PT19.F8 ,,
buch_436,record,Der Freund des Schönen Geschlechts. Ein angenehm und nutzlicher Taschenkalender für das Jahr 1816.,,Green straight grain morocco wallet binding; gilt edges; pink end papers.,1816,Der Freund des Schönen Geschlechts. Ein angenehm und nutzlicher Taschenkalender für das Jahr 1816.,Wien, Jos. Riedl ,,,Calendar ; poetry ; novellas ; tales ; mail service schedules ; fashion plates.,Machine colored engravings.,,,,PT19.F83 ,,
buch_437,record,Der Freund des Schönen Geschlechts. Ein angenehm und nutzlicher Taschenkalender für das Jahr 1820.,,"Gilt decorated blind-stamped gray boards, gold clasp, in case. Mirror inside front cover.",1820,Der Freund des Schönen Geschlechts. Ein angenehm und nutzlicher Taschenkalender für das Jahr 1820.,Wien, Jos. Riedl ,,,Calendar ; poetry ; tales ; essays.,,,"Unger, J. Carl; Edel, Georg; Horn, Elise.",,PT19.F83 ,,
buch_438,record,Frühlings-Almanach.,,1/4 calf with black paste paper over board; spattered edges.,1804,Frühlings-Almanach.,Berlin, Schüppelschen Buchhandlung,,,Poetry ; essays ; novellas.,,"Bothe, F. H.","Bothe; Gramberg, G. A. H.; Gleim; Seume.",,PT19.F86,,
buch_439,record,Frühlingsalmanach.,,Gilt decorated green paper over boards; gilt edges.,1835,Frühlingsalmanach.,[Stuttgart], F. Brodhagschen Buchhandlung,,,Faust fragment ; songs ; drama.,,"Lenau, Nicolaus.","Lenau; Kerner; Rückert; Mayer, Karl; Pfizer, G..",,PT19.F87 v.1,,
buch_440,record,Frühlingsalmanach.,,Decorated white paper over boards; gilt edges; green sleepcase.,1836,Frühlingsalmanach.,Stuttgart, Brodhag,,,Poetry ; songs ; tales.,,"Lenau, Nicolaus.","Rückert; Mayer, Karl; Pfizer; Lenau; Schurz.",,PT19.F87 v.2,,
buch_441,record,Der Frühlingsbote,Former owner's stamp: Th. Pergay's Buchhandl. Aschaffenburg: C. Krebs.,Papier Coulé marbled maroon paper over boards.,1823,Der Frühlingsbote,Frankfurt am Main, Friedrich Wilman,,,Poetry ; essays ; tales.,,"Schütze, St. ","Schütze; Raupach, E.; Langbein; Laun, F.; Döring.",,PT19.F902 v.1,,
buch_442,record,Der Frühlingsbote,Former owner's stamp: Th. Pergay's Buchhandl. Aschaffenburg: C. Krebs.,Papier Coulé marbled maroon paper over boards.,1824,Der Frühlingsbote,Frankfurt am Main, Friedrich Wilman,,,Novella ; essays ; poetry.,,"Schütze, St. ","Lohmann, Fr.; Schütze; Franz, Agnes.",,PT19.F902 v.2,,
buch_443,record,Der Frühlingsbote,Former owner's stamp: Th. Pergay's Buchhandl. Aschaffenburg: C. Krebs.,Papier Coulé marbled maroon paper over boards.,1825,Der Frühlingsbote,Frankfurt am Main, Friedrich Wilman,,,Novellas ; tales ; poetry.,,"Schütze, St. ","Lohman, Fr.; Franz, Agnes; Schütze; Pandin, Beauregard.",,PT19.F902 v.3,,
buch_444,record,Gedenke Mein! Taschenbuch für das Jahr 1832,,Embossed white boards; gilt edges. ,1832,Gedenke Mein! Taschenbuch für das Jahr 1832,Wien, Friedrich Pfautsch,,,Novellas ; essays ; poetry ; songs ; drama.,,,"Weigl, J. F.; Kuffner, Chr.; Seidl, J. G.; Castelli.",,PT19.G3 v.1,,
buch_445,record,Gedenke Mein! Taschenbuch für das Jahr MDCCCXXXIII,,Embossed white boards; gilt edges. ,1833,Gedenke Mein! Taschenbuch für das Jahr MDCCCXXXIII,Wien, Friedrich Pfautsch,,,Poetry ; novellas ; essays ; tales.,,,"Weigl, F.; Nenn, P.; Vogl; Braunthal; Castelli; Körber.",,PT19.G3 v.2,,
buch_446,record,Gedenke Mein! Taschenbuch für das Jahr MDCCCXXXIV,,Embossed white boards; gilt edges; white slip case.,1834,Gedenke Mein! Taschenbuch für das Jahr MDCCCXXXIV,Wien, Friedrich Pfautsch,,,Poetry ; novellas ; ballads ; essays.,,,Bauernfeld; Körber; Seidl; Fitzinger; Castelli; Weigl; Schlechta.,,PT19.G3 v.3,,
buch_447,record,Gedenke Mein! Taschenbuch für das Jahr 1835,,"Embossed white boards, gilt edges.",1835,Gedenke Mein! Taschenbuch für das Jahr 1835,Wien & Leipzig, Friedrich Wilhelm Pfautsch,,,Poetry ; novellas ; essays ; ballads.,,,"Bauernfeld; Enk; Hammer, von; Seidl; Castelli; Fels; Körber, von; Tschabuschnigg, von.",,PT19.G3 v.4,,
buch_448,record,Gedenke Mein! Taschenbuch für das Jahr 1836,Former owner's seal: crown design: M. S.,1/4 calf with green cloth over boards; gilt edges.,1836,Gedenke Mein! Taschenbuch für das Jahr 1836,Wien & Leipzig, Friedrich Wilhelm Pfautsch,,,Poetry ; novellas ; essays ; ballads.,,,Castelli; Tschabuschnigg; Dräxler; Waldow; Seidl; Enk; Vogl.,,PT19.G3 v.5,,
buch_449,record,Gedenke Mein! Taschenbuch für das Jahr 1837,,Blue paper over boards; gilt edges.,1837,Gedenke Mein! Taschenbuch für das Jahr 1837,Wien & Leipzig, Friedrich Wilhelm Pfautsch,,,Poetry ; ballads ; novellas ; essays.,,,Ehrlich; Bechstein; Vogl; Körner; Tscabuschnigg; Seidl; Enk.,,PT19.G3 v.6,,
buch_450,record,Gedenke Mein! Taschenbuch für das Jahr 1838,,Embossed pink boards with gold tooling; gilt edges. ,1838,Gedenke Mein! Taschenbuch für das Jahr 1838,Wien & Leipzig, Friedrich Wilhelm Pfautsch,,,Poetry ; novellas ; essays.,,,Castelli; Tschabuschnigg; Enk; Vogl; Dräxler; Seidl; Bechstein; Rückert; Mair. ,,PT19.G3 v.7 c.1,,
buch_451,record,Gedenke Mein! Taschenbuch für das Jahr 1838,,"Blind tooled purple plush cloth, metal clasp, title & corner ornaments; gilt edges.",1838,Gedenke Mein! Taschenbuch für das Jahr 1838,Wien & Leipzig, Friedrich Wilhelm Pfautsch,,,Poetry ; novellas ; essays.,,,Castelli; Tschabuschnigg; Enk; Vogl; Dräxler; Seidl; Bechstein; Rückert; Mair. ,,PT19.G3 v.7 c.2,,
buch_452,record,Gedenke Mein! Taschenbuch für das Jahr 1839,,1/4 cloth with papier tourniquet marbled paper over boards.,1839,Gedenke Mein! Taschenbuch für das Jahr 1839,Wien & Leipzig, Friedrich Wilhelm Pfautsch,,,Novellas ; poetry ; essays ; ballads.,,,Tschabuschnigg; Enk; Fallersleben; Vogl; Bechstein; Fitzinger; Seidl.,,PT19.G3 v.8,,
buch_453,record,Gedenke Mein! Taschenbuch für das Jahr 1840,,Embossed white boards; gilt edges; partially rebound.,1840,Gedenke Mein! Taschenbuch für das Jahr 1840,Wien & Leipzig, Friedrich Wilhelm Pfautsch,,,Novellas ; poetry ; essays.,,,Tschabuschnigg; Vogl; Körber; Seidl; Lenz; Bechstein; Mair.,,PT19.G3 v.9,,
buch_454,record,Gedenke Mein! Taschenbuch für das Jahr 1841,,Embossed pink boards with gold tooling; gilt edges. ,1841,Gedenke Mein! Taschenbuch für das Jahr 1841,Wien & Leipzig, Friedrich Wilhelm Pfautsch,,,Novellas ; essays ; tales ; poetry ; biography.,,,"Seidl; Wagner, F.; Körber; Vogl; Storch, L.; Bechstein, L.; Rückert.",,PT19.G3 v.10,,
buch_455,record,Gedenke Mein! Taschenbuch für das Jahr 1842,,Embossed pink boards with gold tooling; gilt edges; waste paper spine.,1842,Gedenke Mein! Taschenbuch für das Jahr 1842,Wien & Leipzig, Pfautsch & Compagnie.,,,Novellas ; poetry ; essays ; tales ; biography.,,,"Grossmann, J. v.; Tschabuschnigg; Kind; Vogl; Seidl; Bechstein; Dräxler.",,PT19.G3 v.11,,
buch_456,record,Gedenke Mein! Taschenbuch für das Jahr 1843,,Brown cloth; gilt detailing on spine; blue spattered striped edges.,1843,Gedenke Mein! Taschenbuch für das Jahr 1843,Wien & Leipzig, Pfautsch & Compagnie.,,,Novellas ; poetry ; essays ; biography.,,,Tschabuschnigg; Seidl; Langer; Bechstein; Dräxler; Körber.,,PT19.G3 v.12,,
buch_457,record,Gedenke Mein! Taschenbuch für das Jahr 1844,,Embossed pink boards with gold tooling; gilt edges; partially rebound.,1844,Gedenke Mein! Taschenbuch für das Jahr 1844,Wien & Leipzig, Pfautsch & Compagnie.,,,Poetry ; novellas ; essays ; biography of Seidl.,,,"Dräxler; Lyser, J. P.; Stifter; Bechstein; Vogl; Schaden, von; Müller; Seidl; Rückert.",,PT19.G3 v.13,,
buch_458,record,Gedenke Mein! Taschenbuch für das Jahr 1845,Former owner's inscription: L. Mg.,Embossed pink boards with gold tooling; gilt edges. ,1845,Gedenke Mein! Taschenbuch für das Jahr 1845,Wien & Leipzig, Pfautsch & Compagnie.,,,Poetry ; novellas ; essays ; biography of Frankl.,,,Kapper; Seidl; Tschabuschnigg; Dräxler; Tesche; Raimund; Bechstein; Grossmann.,,PT19.G3 v.14,,
buch_459,record,Gedenke Mein! Taschenbuch für das Jahr 1846,,Embossed pink boards with gold tooling; gilt edges; waste paper spine under pink paper.,1846,Gedenke Mein! Taschenbuch für das Jahr 1846,Wien & Leipzig, Pfautsch & Compagnie.,,,Poetry ; novellas ; essays ; biography of Fr. Halm.,,,"Langer; Castelli; Seidl; Braun von Brauntal; Körber; Lewald, A.; Pierson; Vogl; Dräxler; Heussenstamm",,PT19.G3 v.15,,
buch_460,record,Gedenke Mein! Taschenbuch für das Jahr 1847,,Embossed bright pink boards with gold tooling; gilt edges; pink slip case. ,1847,Gedenke Mein! Taschenbuch für das Jahr 1847,Wien & Leipzig, Pfautsch & Compagnie.,,,Poetry ; novellas ; essays ; biography of Grillparzer.,,,Langer; Masson; Vogl; Körber; Weber; Lewald; Seidl; Dräxler; Uhl.,,PT19.G3 v.16,,
buch_461,record,Gedenke Mein! Taschenbuch für das Jahr 1848,,Embossed bright pink boards with gold tooling; gilt edges; pink slip case. ,1848,Gedenke Mein! Taschenbuch für das Jahr 1848,Wien, Pfautsch & Voss,,,Novellas ; poetry ; essays ; tales ; biography of A. Grün.,,,"Langer; Schaden; Castelli; Vogl; Massow, von; Waldschütz; Seidl; Dräxler.",,PT19.G3 v.17,,
buch_462,record,Gedenke Mein! Taschenbuch für das Jahr 1849,,Embossed pink boards with gold tooling; gilt edges; pink slip case. ,1849,Gedenke Mein! Taschenbuch für das Jahr 1849,Wien, Pfautsch & Voss,,,Poetry ; novellas ; essays ; biography of Draexler-Manfred.,,,"Dornau, F.; Lyser, J. P.; Patuzzi, A.; Vogl; Langer, A.; Dräxler-Manfred; Seidl; Castelli.",,PT19.G3 v.18,,
buch_463,record,Gedenke Mein! Taschenbuch für das Jahr 1850,Former owner's inscription: [illegible] [December 88] [illegible].,Embossed pink boards with gold tooling; gilt edges. ,1850,Gedenke Mein! Taschenbuch für das Jahr 1850,Wien, Pfautsch & Voss,,,Poetry ; tales ; essays ; biography of Lenau.,,,"Dornau, F.; Massow, von; Frankl; Vogl; Langer, A.; Castelli; Seidl.",,PT19.G3 v.19,,
buch_464,record,Gedenke Mein! Taschenbuch für das Jahr 1851,,Embossed pink boards with gold tooling; gilt edges; pink slip case. ,1851,Gedenke Mein! Taschenbuch für das Jahr 1851,Wien, Pfautsch & Voss,,,Poetry ; novellas ; essays ; biography of E. von Bauernfeld.,,,"Langer; Patuzzi, A.; Bechstein; Levitschnigg; Vogl; Massow; Tschabuschnigg; Dräxler-Manfred; Schurz, A..",,PT19.G3 v.20,,
buch_465,record,Gedenke Mein! Taschenbuch für das Jahr 1852,,Embossed pink boards with gold tooling; gilt edges; pink slip case. ,1852,Gedenke Mein! Taschenbuch für das Jahr 1852,Wien, Pfautsch & Voss,,,Poetry ; novellas ; essays ; biography of Joh. Nep. Vogl.,,,"Massow; Siegl; Geibel; Seidl; Vogl; Patuzzi, A.; Siegmund, Ferd.; Hirsch, Rud.; Tschabuschnigg.",,PT19.G3 v.21,,
buch_466,record,Gedenke Mein! Taschenbuch für das Jahr 1853,,Embossed pink boards with gold tooling; gilt edges; pink slip case. ,1853,Gedenke Mein! Taschenbuch für das Jahr 1853,Wien, Pfautsch & Voss,,,Poetry ; novellas ; essays ; biography of Castelli.,,,"Schilling, A.; Steinbach, F.; Castelli; Frankl; Seidl; Siegmund, F.; Tschabuschnigg; Dräxler; Raimund.",,PT19.G3 v.22,,
buch_467,record,Gedenke Mein! Taschenbuch für das Jahr 1854,,Embossed pink boards with gold tooling; gilt edges; pink slip case. ,1854,Gedenke Mein! Taschenbuch für das Jahr 1854,Wien, Pfautsch & Voss,,,Novellas ; essays ; poetry ; biography of von Zedlitz.,,,"Lenz; Steinebach; Dräxler-Manfred; Raimund; Vogl; Massow, von; Bude, A.; Frankl; Seidl; Zedlitz, von.",,PT19.G3 v.23,,
buch_468,record,Gedenke Mein! Taschenbuch für das Jahr 1855,,Embossed pink boards with gold tooling; gilt edges; pink slip case. ,1855,Gedenke Mein! Taschenbuch für das Jahr 1855,Wien, Pfautsch & Voss,,,Novellas ; essays ; poetry ; biography of Johann Lud. Deinhardstein.,,,"Massow, von; Steinebach; Cerri, C.; Dräxler-Manfred; Raimund; Patuzzi, A.; Bude, A.; Deinhardstein; Frankl, L. A.; Seidl.",,PT19.G3 v.24,,
buch_469,record,Gedenke Mein! Taschenbuch für das Jahr 1856,,Embossed pink boards with gold tooling; gilt edges; pink slip case. ,1856,Gedenke Mein! Taschenbuch für das Jahr 1856,Wien, Pfautsch & Voss,,,Novellas ; essays ; poetry ; biography of W. Constant.,,,"Massow; Steinebach; Castelli; Dräxler-Manfred; Raimund; Patuzzi; Bieth, J.; Cerri, C.; Klein, Th.; Seidl.",,PT19.G3 v.25,,
