call_number,display_template,provenance,binding_description,date,title,location,Publisher,longitude,latitude,subject,local_note,editor,author,note,,,,,,Formats
PT19.T7,record,,White paper wrap with green-black border design rebound in navy blue cloth-covered boards.,1805,Toiletten-Geschenk für Damen.,Leipzig, Georg Voss,,,Dance ; games ; music ; domestic arts.,,,Carnier; Roller; Kosegarten; Horstig; Netto.,,,,,,,
PT19.U7,record,,Illustrated orange paper over boards; gilt edges. ,1810,Urania Taschenbuch.,Amsterdam, Kunst- und Industrie-Comptoir,,,Poetry ; stories ; fables.,,"Spazier, J. C. W.","Jean Paul; Varnhagen; Körner, Theodor; Dippolt, Hanns Karl; Mahlmann; Kind; De la Motte Fouque; Laun; Pellegrin; v. Ahlefeldt, Charlotte.",,,,,,,
PT19.U7,record,,Illustrated gray paper over boards; gilt edges.,1812,Urania Taschenbuch.,Amsterdam und Leipzig, Kunst und Industrie Comptoir,,,Poetry ; stories ; drama.,,"Spazier, J. C. W.","Apel, August; Falk, Joh.; v. Chezy, Helmina; De la Motte Fouque; Pellegrin; Brachmann, Louise; Haug; Kind; Jean Paul; Schlegel, A. W.",,,,,,,
PT19.U7,record,Former owner's inscription: [illegible].,Blue paper over boards; red spine label.,1813,Urania Taschenbuch.,Amsterdam und Leipzig, Kunst und Industrie Comptoir,,,Poetry ; stories ; drama.,Same as 1812,,"Apel, August; Falk, Joh.; v. Chezy, Helmina; De la Motte Fouque; Pellegrin; Brachmann, Louise; Haug; Kind; Jean Paul; Schlegel, A. W.",,,,,,,
PT19.U7,record,,Illustrated dark brown paper over boards; gilt edges.,1815,Urania Taschenbuch.,Leipzig und Altenburg, F. A. Brockhaus,,,Poetry ; stories ; drama.,,,"Brachmann; Körner; Isidorus; Ludwig, C. F. E.; Pichler, Caroline; Werner, F. L. Z.; Haug; Knebel; v. Chezy; Messerschmid.",,,,,,,
PT19.U7,record,,Brown paper over boards; gilt edges.,1817,Urania Taschenbuch.,Leipzig und Altenburg," Brockhaus, F. A.",,,Poetry ; stories ; epigrams.,,,"Brachmann; De la Motte Fouque; Hoffmann, E. T. A.; Schubart; Karow, August; Conz; v. Chezy; Isidorus; Messerschmid; Gottwalt.",,,,,,,
PT19.U7,record,,Pink paper over boards; gilt edges. ,1818,Urania Taschenbuch.,Leipzig und Altenburg," Brockhaus, F. A.",,,Poetry ; stories ; fables ; epistle; literary competition.,,,Schiller; Prätzel; Conz; De la Motte Fouque; Wetzel; Rückert; v. Chezy; Haug; Krug v. Nidda; Schubart.,,,,,,,
PT19.U7,record,,Blue paper over boards; gilt edges; partially rebound.,1819,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Poetry ; stories ; fables ; epistles ; report of 1818 literary competition.,,,"Abeken; Huber, Therese; Graf v. Löben; Winkler, Carl; Teutschler; Hoffmann, E. T. A.; Rückert; Sarrazin; Werning, K. O.; Schobert, Christian.",,,,,,,
PT19.U7,record,,Yellow paper over boards; red edges; leather spine.,1820,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Poetry ; novellas ; stories ; fables ; drama ; literary competition.,,,"v. Blumröder; v. Chezy; Ehrhardt; v. Houwald; Öhlenschläger; Böttinger; Clodius; Hoffmann, E. T. A.; v. Miltitz; Lehmann, J. G.",,,,,,,
PT19.U7,record,,Green paper over boards; gilt edges; partially rebound with blue cloth.,1821,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Poetry ; legends ; fables ; stories ; drama.,,,"v. Chezy; Förster; Usener; Jacobs, D. F.; Malsburg; Franz, Agnes; Schütz, W.; Müller; Graf, Kalkreuth; Aline.",,,,,,,
PT19.U7,record,Former owner's inscription: [T. v. Suder].,Red paper over boards; blue edges.,1822,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Poetry ; stories ; songs ; elegy.,,,"Schütz; Schwab; v. der Malsburg; Böttinger, C. W.; Rückert, W.; Guntram; Mosengeil, F.; v. Chezy.",,,,,,,
PT19.U7,record,,Blue paper over boards; gilt edges.,1823,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Poetry ; stories ; novellas ; fragments of Casanova's memoirs.,,,v. Schütz; Streckfuss; Schwab; v. Raumer; Bottinger; Rückert; v. der Malsburg; Platen; Schiling; Mosengeil.,,,,,,,
PT19.U7,record,,Blue paper over boards; gilt edges. Partially rebound with blue cloth.,1824,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Poetry ; epigrams ; songs ; stories.,,,"Rückert; Streckfuss; Mosengeil; v. Schütz; Müller; Sotzmann; Kuhn, F.; Graf v. Platen.",,,,,,,
PT19.U7,record,,Rebound in gray cloth; gilt edges.,1826,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novella ; drama ; fable ; stories.,,,"Tieck; Müller; Schwab; Blumenhagen; Beer, Michael; Schopenhauer, Johanna; Kruse, L.; Graf Kalckreuth.",,,,,,,
PT19.U7,record,,BLue paper over boards; gilt edges; blue board slipcase.,1827,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; fables ; stories.,,,"Müller; Graf Kalckreuth; Kruse, L.; Schwab; Blumenhagen; Ruhl, L. S.; Alexis, Willibald; Schopenhauer, Johanna. ",,,,,,,
PT19.U7,record,Former owner's inscription inside front cover; manuscript waste paper between leaves and leather spine; former owner's stamp on last page: A.L,1/2 calf with speckled tan paper over boards; gilt detailing on spine. ,1828,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Poetry ; novellas ; stories ; fables.,,,Müller; v. Tromlitz; v. Lüdemann; Baron Simolin; Schwab; v. Miltitz; Tiedge. ,,,,,,,
PT19.U7,record,,Blue paper over boards; yellow edges.,1829,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Poetry ; drama ; stories.,,,"Müller; Schopenhauer, Johanna; Robert, Ludwig; Schwab; Spindler.",,,,,,,
PT19.U7,record,,"Green paper over boards, gilt edges.",1830,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; fables ; stories.,,,"Schwab; v. Sartorius; Martell; Schopenhauer, Johanna; Tieck.",,,,,,,
PT19.U7,record,,Pale green paper over boards.,1831,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,"Tieck; Heyden; Hugo, Victor (tr. Schwab); Schefer, L.",,,,,,,
PT19.U7,record,,Gray paper over boards; gilt edges.,1832,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novella ; stories.,,,Alexis; Döring; Tieck; Voigts.,,,,,,,
PT19.U7,record,,Pink paper over boards; gilt edges. ,1833,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,Tieck; Posgaru; Öhlenschläger.,,,,,,,
PT19.U7,record,,Pink paper over boards; gilt edges. ,1834,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; sketches.,,,"Tieck; Mörike; v. Rumohr; Schopenhauer, Johanna.",,,,,,,
PT19.U7,record,,Pink paper over boards; gilt edges. ,1835,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; fables ; stories.,,,"Tieck; Cicala, Scipio; v. Sternberg.",,,,,,,
PT19.U7,record,,Pink paper over boards; gilt edges. ,1836,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas.,,,Tieck; Scävola; v. Sternberg.,,,,,,,
PT19.U7,record,,Pink paper over boards; gilt edges. ,1837,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas.,,,,,,,,,,
PT19.U7,record,,Pink paper over boards; gilt edges. ,1838,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas.,,,"Rellstag, L.; v. Heyden, Fr.",,,,,,,
PT19.U7,record,,Tan paper over boards; partially rebound with tan cloth.,1839,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; Goethe's letters to Gräfin Auguste zu Stolberg.,,,"Tieck; Schefer, L.; v. Eichendorff; Berthold, Franz.",,,,,,,
PT19.U7,record,,Tan paper over boards.,1840,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,"v. Sternberg; Mügge, Th.; Ludwig, O.; Mosen, Julius; v. Bülow, E.",,,,,,,
PT19.U7,record,Former owner's bookplate: [University of Chicago Library: Berlin Collection].,1/4 brown cloth with black and blue marbled paper over boards.,1841,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,"Alexis, W.; Hagen, A.; Martell, W.; Tieck, L.",,,,,,,
PT19.U7,record,Former owner's stamp: [illegible].,"1/4 Brown cloth, black textured paper over boards.",1842,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,Mügge; Martell; Bülow.,,,,,,,
PT19.U7,record,,Tan paper over boards.,1843,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,Rellstab; Ludwig; Martell. ,,,,,,,
PT19.U7,record,Former owner's stamp: [illegible]; former owner's inscription in pen: [illegible].,"1/4 Brown cloth, black textured paper over boards.",1844,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,"Gutzkow; Mosen, J.; Schücking, Levin; v. Sternberg; Alexis, W.",,,,,,,
PT19.U7,record,,Rebound in blue cloth.,1845,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,Mügge; Martell; Gutzkow; v. Sternberg.,,,,,,,
PT19.U7,record,,Green paper over boards.,1845,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,Mügge; Martell; Gutzkow; v. Sternberg.,,,,,,,
PT19.U7,record,,Cream paper over boards; blue speckled edges.,1846,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,"v. Sternberg; Auerbach, B.; Dingelstedt, Franz; Martell.",,,,,,,
PT19.U7,record,,Blue paper over boards.,1847,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,"v. Sternberg; Gutzkow; Auerbach; Gerstädter, F.",,,,,,,
PT19.U7,record,Former owner's bookplate: Leihbibliothek von Louis Garcke: Merseburg; former owner's inscription: [illegible].,1/4 calf with daubed black paste paper over boards.,1848,Urania Taschenbuch.,Leipzig, F. A. Brockhaus,,,Novellas ; stories.,,,"Alexis, W.; Schücking; Therese; Martell, W.",,,,,,,
PT19.M906,record,,Embossed beige paper over boards; gilt edges.,1771,Musenalmanach,Göttingen, J. C. Dietrich,,,Calendar ; poetry ; songs ; fables.,,"Boie, H. C.",Bürger; Gleim; Karschin; Löwen; Thomsen; Gessner; Gotter; Kästner; Ramler.,,,,,,,
PT19.V54,record,,Embossed brown cloth over boards.,1830,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Gebrüder Franckh,,,Poetry ; stories.,,"Spindler, C.","Bechstein, Ludwig; Spindler; v. Widder, Caesar.",,,,,,,
PT19.V54,record,,"Green, blind embossed paper boards, gilt edges.",1831,Vergiss mein nicht. Ein Taschenbuch.,München, F. G. Franckh,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54,record,Former owner's inscription: [illegible].,Embossed brown cloth over boards.,1832,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54,record,,Embossed light orange paper over boards; gilt edges.,1833,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54,record,,Embossed light blue paper over boards; gilt edges; light blue slipcase.,1834,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54,record,,Embossed blue paper over boards; gilt edges; gray paper slipcase.,1835,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54,record,,Embossed pink paper over boards; gilt edges; yellow board slipcase.,1836,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories ; dramatic fragments.,,"Spindler, C.",,,,,,,,
PT19.V54,record,,"Green paper boards with embossed design, gilt edges, in an olive slipcase.",1837,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54 c.1,record,,"Brown paper boards with embossed design, gilt edges.",1838,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54 c.2,record,,Embossed brown paper over boards; gilt edges.,1838,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54,record,,"Green paper boards with embossed design, gilt edges, in a green slipcase.",1839,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54,record,,Embossed brown paper over boards; gilt edges; shell marbled green and cream paper over boards.,1840,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54 c.1,record,,"Pink paper boards with embossed design, gilt edges.",1841,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54 c.2,record,,"Blue paper boards, gilt edges.",1841,Vergiss mein nicht. Ein Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V52 v.3,record,,Olive paper over boards; gilt edges.,1849,Vergiss mein nicht. Ein Taschenbuch.,Leipzig, Theodor Thomas,,,Poetry ; novellas ; stories.,,"Herlossohn, Dr. C.","Herlossohn; Paoli, Betty; Stifter, Adalbert; Rollett, H.; Apel, T.; v. Gusek; Marie, Jeanne.",,,,,,,
PT19.V52 v.6,record,Former owner's bookplate: Ex Libris Adolf Fischer.,Embossed blue paper over boards; gilt edges; green-blue board slipcase.,1852,Vergiss mein nicht. Ein Taschenbuch.,Leipzig, Theodor Thomas,,,Poetry ; stories ; novellas.,,"Marie, Jeanne.","Herlossohn; Putlitz, Gustav zu; Jeanne, Marie; v. Gusek; Erhard, Theodor.",,,,,,,
PT19.V52 v.7,record,,1/4 calf with spattered tan paper over boards; red edges.,1853,Vergiss mein nicht. Ein Taschenbuch.,Leipzig, Theodor Thomas,,,Poetry ; novellas ; stories.,,"Marie, Jeanne.","Marie, Jeanne; v. Gusek; Görling, Adolph; Böttger, Adolf; Wallenheim, Ludewike.",,,,,,,
PT19.V5 v.1,record,,Partialy rebound. 1/4 burgundy cloth with gilt-tooled purple paper over boards; gilt edges.,1818,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.2,record,,Blue paper over boards ; gilt edges.,1819,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.3,record,,Pink paper over boards; gilt edges.,1820,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.4,record,,Lavender paper over boards with gilt edges in a lavender slipcase.,1821,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.5,record,Former owner's inscription in crayon: [958].,Pink paper over boards; gilt edges.,1822,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.6,record,,Blue paper over boards; gilt edges; blue board slipcase.,1823,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.7,record,,Textured blue-green paper over boards; gilt edges; blue-green board slipcase.,1824,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.8,record,,Pink paper over boards; gilt edges.,1825,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.9,record,,Textured blue-green paper over boards; gilt edges; blue-green board slipcase.,1826,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.10,record,,"Green paper over boards, gilt. edges, in a green slipcase.",1827,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.11,record,,Textured blue-green paper over boards; gilt edges; blue board slipcase.,1828,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.12,record,,Textured pink paper over boards; gilt edges; pink board slipcase.,1829,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories ; addendum.,,"Clauren, H.",,,,,,,,
PT19.V5 v.13,record,,Textured pink paper over boards; gilt edges; pink board slipcase.,1830,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.14,record,,"Textured green paper boards, gilt edges, in a green slipcase.",1831,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.15,record,,Textured pink paper over boards; gilt edges.,1833,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.16,record,,Textured blue paper over boards; gilt edges; blue board slipcase.,1834,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Stories.,,"Clauren, H.",,,,,,,,
PT19.V5 v.17,record,,Blue paper over boards; gilt edges; blue board slipcase.,1835,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Novellas ; stories.,,"Clauren, H.","Suhr, Agathe; v. Wachsmann, C.; Thekla; v. Heyden, Friedrich; Isidor; Krebs.",,,,,,,
PT19.V5 v.18,record,,Light blue paper over boards; gilt edges; light blue board slipcase.,1836,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Novellas ; stories.,,,"Schefer, Leopold; Lyser, J.; Zehner, E. G.; Pitt, Friedrich; v. Wachsmann, E.",,,,,,,
PT19.V5 v.19,record,,Rebound with blue cloth.,1837,Vergissmeinnicht. Ein Taschenbuch.,Leipzig, Friedrich August Leo,,,Novellas ; fables.,,,"Blumenhagen, W.; Rein, L.; v. Gusek; Thekla.",,,,,,,
PT19.V56,record,,,1853,Vergissmeinnicht. Ein Taschenbuch.,Wien, Ignaz Lienhart,,,Calendar ; novella ; humor ; story ; currency schedule ; birthdays.,,,"Hartmann, Anton; Gundacker, H.; Seidl, J. G.; Schilling, August; Koch, E. W.; Kenner, E.",,,,,,,
PT19.V56,record,,,1857,Vergissmeinnicht. Ein Taschenbuch.,Wien, Ignaz Lienhart,,,Calendar ; novellas ; stories ; poetry ; birthdays.,,,"Mewes, Ida; Bowitsch, Ludwig; Marschall, Julian; Kilian, A. G.; Moshammer, J. A.; Seidl, J. G.; Steinebach, Friedrich; Nicol, Günther; Siegl, D. J.; Foglar, L.",,,,,,,
PT19.V56,record,,Gilt embossed white paper over boards; gilt edges; partially rebound with red cloth.,1859,Vergissmeinnicht. Ein Taschenbuch.,Wien, Ignaz Lienhart,,,Calendar ; poetry ; novellas ; stories ; birthdays.,,,"Seidl, J. G.; Kilzer, Wilhelm; Nicol, Günther; Bube, Adolf; Roskowska, Marie; Steinebach, Friedrich; Castelli, J. F.; Kilian, A. G.",,,,,,,
PT19.V54,record,,"Pink paper boards with embossed design, gilt edges, blue slipcase.",1842,Vergissmeinnicht Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Novellas.,,"Spindler, C.",,,,,,,,
PT19.V54 c.1,record,,"Brown paper-covered boards with embossed design, gilt edges, pink slipcase.",1843,Vergissmeinnicht Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Novellas.,,"Spindler, C.",,,,,,,,
PT19.V54 c.2,record,,"Aquamarine paper boards with embossed design, gilt edges.",1843,Vergissmeinnicht Taschenbuch.,Stuttgart, Hallberger'sche Verlagshandlung,,,Novellas.,,"Spindler, C.",,,,,,,,
PT19.V54 c.1,record,,Embossed pink paper over boards; gilt edges.,1845,"Vergissmeinnicht. Taschenbuch der Liebe, der Freundschaft und dem Familienleben des deutschen Volkes.",Stuttgart, Franckh'scher Verlag,,,Stories.,,"Spindler, C.",,,,,,,,
Pt19.V54 c.2,record,,,1845,"Vergissmeinnicht. Taschenbuch der Liebe, der Freundschaft und dem Familienleben des deutschen Volkes.",Stuttgart, Franckh'scher Verlag,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54 c.1,record,,,1846,"Vergissmeinnicht. Taschenbuch der Liebe, der Freundschaft und dem Familienleben des deutschen Volkes.",Stuttgart, Franckh'scher Verlag,,,Stories.,,"Spindler, C.",,,,,,,,
Pt19.V54 c.2,record,,,1846,"Vergissmeinnicht. Taschenbuch der Liebe, der Freundschaft und dem Familienleben des deutschen Volkes.",Stuttgart, Franckh'scher Verlag,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54 c.1,record,,,1847,"Vergissmeinnicht. Taschenbuch der Liebe, der Freundschaft und dem Familienleben des deutschen Volkes.",Stuttgart, Franckh'scher Verlag,,,Stories.,,"Spindler, C.",,,,,,,,
Pt19.V54 c.2,record,,,1847,"Vergissmeinnicht. Taschenbuch der Liebe, der Freundschaft und dem Familienleben des deutschen Volkes.",Stuttgart, Franckh'scher Verlag,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54 c.1,record,,,1848,"Vergissmeinnicht. Taschenbuch der Liebe, der Freundschaft und dem Familienleben des deutschen Volkes.",Stuttgart, Franckh'scher Verlag,,,Stories.,,"Spindler, C.",,,,,,,,
Pt19.V54 c.2,record,,,1848,"Vergissmeinnicht. Taschenbuch der Liebe, der Freundschaft und dem Familienleben des deutschen Volkes.",Stuttgart, Franckh'scher Verlag,,,Stories.,,"Spindler, C.",,,,,,,,
PT19.V54 c.1,record,,,1849,"Vergissmeinnicht. Taschenbuch der Liebe, der Freundschaft und dem Familienleben des deutschen Volkes.",Stuttgart, Franckh'scher Verlag,,,Stories.,,"Spindler, C.","Spindler, C.",,,,,,,
Pt19.V54 c.2,record,,Overprinted marbled paper over boards; blue speckled edges.,1849,"Vergissmeinnicht. Taschenbuch der Liebe, der Freundschaft und dem Familienleben des deutschen Volkes.",Stuttgart, Franckh'scher Verlag,,,Stories.,,"Spindler, C.","Spindler, C.",,,,,,,
